Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
RRndServoLink,0.00502207563561259,0.0098014082543094,0.00196275732204219,0,0,0,0.00898215950593245,3.74381838430846E-07,4.03841544870431E-10,-1.31121129092361E-07,5.02863361856574E-07,3.24833698928373E-11,3.05060719194867E-07,0,0,0,0,0,0,package://JASZCZUR_31_07/meshes/RRndServoLink.STL,0.749019607843137,0.749019607843137,0.749019607843137,1,0,0,0,0,0,0,package://JASZCZUR_31_07/meshes/RRndServoLink.STL,,Kopia Kopia (4) holder^JASZCZUR_10_07-1;Kopia Kopia (4) SG90 - Micro Servo 9g - Tower Pro.1^JASZCZUR_10_07-1,Origin_RRndServoJnt,RR1,RRndServoJnt,continuous,0,0,0,0,0,0,MainBoard,0,-1,0,0,0,-90,90,,,,,,,,0
RRstArmLink,-0.0500875871874151,0.00194912579927123,0.000253934434254439,0,0,0,0.0107279118489898,4.12846705857771E-07,-3.43053046219455E-12,7.44951233072175E-12,1.46713625007563E-06,-9.74334442457229E-09,1.19624826536787E-06,0,0,0,0,0,0,package://JASZCZUR_31_07/meshes/RRstArmLink.STL,0.92156862745098,0.92156862745098,0.92156862745098,1,0,0,0,0,0,0,package://JASZCZUR_31_07/meshes/RRstArmLink.STL,,Kopia Kopia (4) arm^JASZCZUR_10_07-1;Kopia Kopia (4) SG90 - Micro Servo 9g - Tower Pro.1^JASZCZUR_10_07-2,Origin_RRstArmJnt,RR2,RRstArmJnt,continuous,0,0,0,0,0,0,RRndServoLink,0,-1,0,0,0,-90,90,,,,,,,,0
RRndArmLink,-2.77555756156289E-17,0.00400000000000003,0.0271089217366482,0,0,0,0.00368292036732051,1.06068205884601E-06,-4.75628852217991E-24,1.08545321853851E-21,1.0612743799609E-06,-5.49341371253738E-22,3.98768050329812E-08,0,0,0,0,0,0,package://JASZCZUR_31_07/meshes/RRndArmLink.STL,0.92156862745098,0.92156862745098,0.92156862745098,1,0,0,0,0,0,0,package://JASZCZUR_31_07/meshes/RRndArmLink.STL,,Kopia Kopia (4) arm^JASZCZUR_10_07-2,Origin_RRndArmJnt,RR3,RRndArmJnt,continuous,0,0,0,0,0,0,RRstArmLink,0,-1,0,0,0,-90,90,,,,,,,,0
HEADndServoLink,0.00817073714990585,-0.00971625048268563,0.00145467704025708,0,0,0,0.0121934444913325,4.23955061841118E-07,-9.10853312043913E-08,-1.63814882462324E-08,1.2199527611556E-06,-8.11641297651328E-09,1.31199138818332E-06,0,0,0,0,0,0,package://JASZCZUR_31_07/meshes/HEADndServoLink.STL,0.749019607843137,0.749019607843137,0.749019607843137,1,0,0,0,0,0,0,package://JASZCZUR_31_07/meshes/HEADndServoLink.STL,,Kopia Kopia kark2^JASZCZUR_10_07-1;Kopia Kopia (5) SG90 - Micro Servo 9g - Tower Pro.1^JASZCZUR_10_07-1,Origin_HEADndServoJnt,HEADstServo,HEADndServoJnt,continuous,0,0,0,0,0,0,MainBoard,0,1,0,0,0,-90,90,,,,,,,,0
HEADstArmLink,-0.0251265028854895,0.013480592660757,0.0145067918138991,0,0,0,0.00788385789613033,2.36782866238395E-06,-8.51226692416808E-08,1.30397572984443E-06,3.12428228891571E-06,4.91456350401789E-08,3.87353002601518E-06,0,0,0,0,0,0,package://JASZCZUR_31_07/meshes/HEADstArmLink.STL,0.749019607843137,0.749019607843137,0.749019607843137,1,0,0,0,0,0,0,package://JASZCZUR_31_07/meshes/HEADstArmLink.STL,,Kopia Kopia orczykM^JASZCZUR_10_07-1;Kopia Kopia neck^JASZCZUR_10_07-1,Origin_HEADstArmJnt,H1,HEADstArmJnt,continuous,0,0,0,0,0,0,HEADndServoLink,0,1,0,0,0,-90,90,,,,,,,,0
HEADLink,0.0554988766394613,0.00799999970901315,-0.00147454938363152,0,0,0,0.0177300364754162,4.41581214683472E-06,-1.54454845110966E-12,2.20726693817977E-06,7.03739587968143E-06,4.16679611799208E-13,8.27777171343773E-06,0,0,0,0,0,0,package://JASZCZUR_31_07/meshes/HEADLink.STL,0.749019607843137,0.749019607843137,0.749019607843137,1,0,0,0,0,0,0,package://JASZCZUR_31_07/meshes/HEADLink.STL,,Kopia Kopia head^JASZCZUR_10_07-1,Origin_HEADJnt,H2,HEADJnt,continuous,0,0,0,0,0,0,HEADstArmLink,0,1,0,0,0,-90,90,,,,,,,,0
HEADstArmParallelLink,-0.0122501451765017,0.00455000000000487,0.035245741804803,0,0,0,0.00373003311748238,1.76654564691896E-06,1.02089597225529E-21,8.1677668885244E-07,1.9009569588329E-06,-1.64562412988596E-21,8.23435633498772E-07,0,0,0,0,0,0,package://JASZCZUR_31_07/meshes/HEADstArmParallelLink.STL,0.749019607843137,0.749019607843137,0.749019607843137,1,0,0,0,0,0,0,package://JASZCZUR_31_07/meshes/HEADstArmParallelLink.STL,,Kopia Kopia neck support^JASZCZUR_10_07-1,Origin_HEADstArmParallelLJnt,Hparallel1,HEADstArmParallelLJnt,continuous,0,0,0,0,0,0,HEADndServoLink,0,1,0,0,0,-90,90,,,,,,,,0
HEADParallelLink,-0.0134202070650145,-0.00023110163398038,0.0126004276917603,0,0,0,0.0177300364754162,7.8539051231723E-06,2.50107486289452E-06,-2.71927351959353E-07,4.86526699259685E-06,2.35756479588157E-07,7.01180762418472E-06,0,0,0,0,0,0,package://JASZCZUR_31_07/meshes/HEADParallelLink.STL,0.749019607843137,0.749019607843137,0.749019607843137,1,0,0,0,0,0,0,package://JASZCZUR_31_07/meshes/HEADParallelLink.STL,,Kopia Kopia head^JASZCZUR_10_07-1,Origin_HEADParallelJnt,Hparallel2,HEADParallelJnt,continuous,0,0,0,0,0,0,HEADstArmParallelLink,0,1,0,0,0,-90,90,,,,,,,,0
TailndServoLink,-0.0048574414776266,-0.0161888669112015,0.00107673629300598,0,0,0,0.0151391203827047,7.7721318874226E-07,-7.03495523708996E-09,1.32669798403111E-08,1.48477068102486E-06,3.80435662351854E-08,1.87604788829166E-06,0,0,0,0,0,0,package://JASZCZUR_31_07/meshes/TailndServoLink.STL,0.749019607843137,0.749019607843137,0.749019607843137,1,0,0,0,0,0,0,package://JASZCZUR_31_07/meshes/TailndServoLink.STL,,Kopia Kopia (2) orczykM^JASZCZUR_10_07-2;Kopia Kopia tailbone^JASZCZUR_10_07-1;Kopia Kopia (6) SG90 - Micro Servo 9g - Tower Pro.1^JASZCZUR_10_07-1,Origin_TailndServoJnt,TAILstServo,TailndServoJnt,continuous,0,0,0,0,0,0,MainBoard,0,1,0,0,0,-90,90,,,,,,,,0
TAILstArmLink,0.00543848267787118,0.0182547316012027,0.0424256187265556,0,0,0,0.0132846631864033,1.50674585466447E-05,-1.63523642523639E-10,1.97822495424931E-07,1.93171005318235E-05,1.22759944593701E-08,4.46322191208121E-06,0,0,0,0,0,0,package://JASZCZUR_31_07/meshes/TAILstArmLink.STL,0.92156862745098,0.92156862745098,0.92156862745098,1,0,0,0,0,0,0,package://JASZCZUR_31_07/meshes/TAILstArmLink.STL,,Kopia Kopia tail^JASZCZUR_10_07-1;Kopia Kopia (2) orczykM^JASZCZUR_10_07-1,Origin_TAILstArmJnt,T1,TAILstArmJnt,continuous,0,0,0,0,0,0,TailndServoLink,1,0,0,0,0,-90,90,,,,,,,,0
TAILLink,0.0693819489154556,0.00236468450873411,0.0174996318739005,0,0,0,0.0170255571844121,1.10748675129764E-06,5.92827428438699E-07,2.6867305894356E-10,9.48088608953699E-06,-2.33873685031626E-12,9.05157957329576E-06,0,0,0,0,0,0,package://JASZCZUR_31_07/meshes/TAILLink.STL,0.749019607843137,0.749019607843137,0.749019607843137,1,0,0,0,0,0,0,package://JASZCZUR_31_07/meshes/TAILLink.STL,,Kopia Kopia tailTip^JASZCZUR_10_07-1,Origin_TAILJnt,T2,TAILJnt,continuous,0,0,0,0,0,0,TAILstArmLink,0,0,1,0,0,-90,90,,,,,,,,0
TAILstArmParallelLink,0.00570000000000003,-0.04815,0.00754999999999956,0,0,0,0.0110994579255875,1.38627444069151E-05,2.63063481881553E-21,-4.78081631772327E-22,1.63407638509854E-06,-3.0736480598822E-21,1.23476561550545E-05,0,0,0,0,0,0,package://JASZCZUR_31_07/meshes/TAILstArmParallelLink.STL,0.749019607843137,0.749019607843137,0.749019607843137,1,0,0,0,0,0,0,package://JASZCZUR_31_07/meshes/TAILstArmParallelLink.STL,,Kopia Kopia tail support^JASZCZUR_10_07-1,Origin_TAILstArmParallelJnt,Tparallel1,TAILstArmParallelJnt,continuous,0,0,0,0,0,0,TailndServoLink,0,0,-1,0,0,-90,90,,,,,,,,0
TAILParallelLink,0.0638799444695541,-0.0101139262583112,0.00999963187390017,0,0,0,0.0170255571844121,1.10651259072902E-06,5.85906456236652E-07,2.68674900034566E-10,9.48186025010561E-06,-2.11669219326754E-12,9.05157957329576E-06,0,0,0,0,0,0,package://JASZCZUR_31_07/meshes/TAILParallelLink.STL,0.749019607843137,0.749019607843137,0.749019607843137,1,0,0,0,0,0,0,package://JASZCZUR_31_07/meshes/TAILParallelLink.STL,,Kopia Kopia tailTip^JASZCZUR_10_07-1,Origin_TAILParallelJnt,Tparallel2,TAILParallelJnt,continuous,0,0,0,0,0,0,TAILstArmParallelLink,0,0,1,0,0,-90,90,,,,,,,,0
